Order_ID,Date,Product_ID,Product_Name,Category,Region,City,Customer_ID,Gender,Age,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit
ORD00082,2023-05-14,ELE_157,Laptop,Electronics,East,Bhubaneswar,CUST4627,Female,62,5,4275,5,20306.25,15398.44,4907.81
ORD00083,2023-07-22,ELE_863,Headphones,Electronics,West,Pune,CUST6348,Male,53,3,3612,20,8668.8,6561.67,2107.13
ORD00084,2023-08-21,GRO_404,Eggs,Groceries,South,Hyderabad,CUST6645,Female,32,1,1496,15,1271.6,1028.82,242.78
ORD00085,2023-09-16,ELE_755,Smartphone,Electronics,East,Kolkata,CUST9662,Female,28,8,457,0,3656,2693.36,962.64
ORD00086,2023-06-05,CLO_472,Shoes,Clothing,North,Delhi,CUST7819,Female,43,8,2845,10,20484,13700.08,6783.92
ORD00087,2023-01-28,FUR_831,Bed,Furniture,West,Pune,CUST5964,Female,58,4,3875,5,14725,10837.19,3887.81
ORD00088,2023-05-25,FUR_300,Table,Furniture,South,Bangalore,CUST7132,Female,37,3,3424,5,9758.4,8608.47,1149.93
ORD00089,2023-09-13,GRO_808,Rice,Groceries,West,Ahmedabad,CUST2838,Female,42,2,109,15,185.3,163.03,22.27
ORD00090,2023-08-30,ELE_350,Tablet,Electronics,South,Chennai,CUST6124,Male,50,6,3236,15,16503.6,12280.51,4223.09
ORD00091,2023-08-27,CLO_276,Jacket,Clothing,East,Kolkata,CUST8449,Female,42,6,4884,5,27838.8,23704.7,4134.1
ORD00092,2023-04-08,ELE_204,Headphones,Electronics,South,Hyderabad,CUST8266,Female,18,5,4713,5,22386.75,18077.62,4309.13
ORD00093,2023-07-16,CLO_962,Shoes,Clothing,East,Patna,CUST6989,Male,20,5,3736,5,17746,15677.34,2068.66
ORD00094,2023-03-24,GRO_244,Rice,Groceries,North,Delhi,CUST8245,Female,26,1,4246,5,4033.7,2752.68,1281.02
ORD00095,2023-09-17,FUR_545,Chair,Furniture,South,Hyderabad,CUST5544,Female,57,2,3519,5,6686.1,4550.57,2135.53
ORD00096,2023-02-08,GRO_253,Fruits,Groceries,East,Bhubaneswar,CUST1249,Male,51,6,2265,0,13590,11543.5,2046.5
ORD00097,2023-11-02,FUR_367,Chair,Furniture,South,Bangalore,CUST2077,Female,61,5,3137,5,14900.75,12859.29,2041.46
ORD00098,2023-11-09,CLO_500,Jeans,Clothing,North,Lucknow,CUST5719,Female,64,7,3378,5,22463.7,18766.19,3697.51
ORD00099,2023-03-07,GRO_174,Milk,Groceries,North,Chandigarh,CUST5530,Male,56,6,4959,0,29754,26604.21,3149.79
ORD00100,2023-11-02,GRO_197,Milk,Groceries,West,Pune,CUST9017,Female,47,3,4642,5,13229.7,10820.82,2408.88
ORD00101,2023-09-06,FUR_265,Bed,Furniture,East,Kolkata,CUST8648,Male,41,7,3277,10,20645.1,17728.14,2916.96
ORD00102,2023-05-13,GRO_896,Milk,Groceries,South,Bangalore,CUST8043,Female,27,8,3572,5,27147.2,20296.19,6851.01
ORD00103,2023-12-06,ELE_168,Laptop,Electronics,West,Mumbai,CUST8941,Male,19,3,860,0,2580,1904.13,675.87
ORD00104,2023-12-02,GRO_194,Eggs,Groceries,North,Lucknow,CUST7090,Male,33,8,999,15,6793.2,4446.58,2346.62
ORD00105,2023-07-03,CLO_380,Jeans,Clothing,North,Delhi,CUST2887,Male,20,2,4256,15,7235.2,4758.49,2476.71
ORD00106,2023-10-04,GRO_104,Milk,Groceries,North,Chandigarh,CUST6585,Male,45,6,623,5,3551.1,2350.47,1200.63
ORD00107,2023-02-03,FUR_177,Bed,Furniture,South,Hyderabad,CUST8240,Male,43,9,2361,0,21249,13270.59,7978.41
ORD00108,2023-12-16,CLO_206,Jacket,Clothing,East,Bhubaneswar,CUST3878,Male,34,4,2155,10,7758,6396.3,1361.7
ORD00109,2023-09-10,ELE_791,Tablet,Electronics,East,Kolkata,CUST1302,Female,39,7,2225,10,14017.5,10355.57,3661.93
ORD00110,2023-12-31,ELE_765,Smartphone,Electronics,West,Pune,CUST5621,Female,24,3,1746,0,5238,4469.75,768.25
ORD00111,2023-12-29,FUR_850,Table,Furniture,West,Ahmedabad,CUST2531,Male,62,2,2006,10,3610.8,2429.13,1181.67
ORD00112,2023-04-29,CLO_584,Shirt,Clothing,West,Mumbai,CUST9905,Female,56,9,1396,20,10051.2,6668.31,3382.89
ORD00113,2023-05-06,GRO_911,Rice,Groceries,South,Bangalore,CUST5632,Male,34,4,1703,15,5790.2,4090.96,1699.24
ORD00114,2023-08-21,ELE_208,Headphones,Electronics,East,Bhubaneswar,CUST7371,Male,64,6,4818,20,23126.4,19047.64,4078.76
ORD00115,2023-08-24,ELE_694,Headphones,Electronics,North,Lucknow,CUST3472,Male,54,6,2839,10,15330.6,12169.05,3161.55
ORD00116,2023-08-14,GRO_542,Rice,Groceries,West,Mumbai,CUST1876,Male,23,5,3548,5,16853,11311.19,5541.81
ORD00117,2023-05-30,FUR_376,Sofa,Furniture,North,Chandigarh,CUST2733,Female,23,7,2663,0,18641,15942.63,2698.37
ORD00118,2023-11-14,GRO_449,Eggs,Groceries,West,Ahmedabad,CUST4735,Female,26,7,342,0,2394,1449.5,944.5
ORD00119,2023-08-17,GRO_647,Milk,Groceries,West,Mumbai,CUST6342,Male,23,2,567,15,963.9,858.68,105.22
ORD00120,2023-01-04,FUR_946,Bed,Furniture,South,Bangalore,CUST9837,Male,47,8,4389,0,35112,26931.92,8180.08
ORD00121,2023-01-26,CLO_534,Jeans,Clothing,South,Chennai,CUST7316,Male,61,5,1241,20,4964,4037.15,926.85
ORD00122,2023-07-31,FUR_324,Bed,Furniture,South,Hyderabad,CUST5208,Female,29,1,4849,5,4606.55,3162.81,1443.74
ORD00123,2023-10-20,CLO_993,Shirt,Clothing,West,Pune,CUST5234,Female,53,3,3844,5,10955.4,7786.76,3168.64
ORD00124,2023-01-10,ELE_360,Smartphone,Electronics,North,Chandigarh,CUST7038,Male,27,2,2160,0,4320,3479.2,840.8
ORD00125,2023-03-25,FUR_420,Table,Furniture,South,Chennai,CUST2342,Male,54,9,2932,20,21110.4,13405.29,7705.11
ORD00126,2023-02-07,GRO_518,Eggs,Groceries,South,Bangalore,CUST8984,Male,22,2,4529,0,9058,7969.97,1088.03
ORD00127,2023-05-17,FUR_687,Chair,Furniture,North,Lucknow,CUST9162,Male,52,1,3491,10,3141.9,2426.62,715.28
ORD00128,2023-11-16,GRO_448,Fruits,Groceries,South,Bangalore,CUST9007,Male,28,9,1352,15,10342.8,6831.3,3511.5
ORD00129,2023-10-13,FUR_390,Chair,Furniture,West,Mumbai,CUST5820,Male,54,5,2998,5,14240.5,11386.12,2854.38
ORD00130,2023-03-03,GRO_231,Rice,Groceries,East,Patna,CUST1600,Female,62,9,2549,20,18352.8,15507.75,2845.05
ORD00131,2023-10-22,ELE_715,Smartphone,Electronics,West,Ahmedabad,CUST7943,Male,55,1,4770,15,4054.5,3044.18,1010.32
ORD00132,2023-06-02,CLO_244,Shoes,Clothing,East,Kolkata,CUST2248,Male,64,7,4133,15,24591.35,18764.82,5826.53
ORD00133,2023-04-14,FUR_203,Bed,Furniture,East,Patna,CUST5018,Male,56,3,297,5,846.45,746.53,99.92
ORD00134,2023-06-28,CLO_653,Jeans,Clothing,North,Lucknow,CUST6567,Male,32,1,2135,15,1814.75,1492.52,322.23
ORD00135,2023-06-06,ELE_649,Headphones,Electronics,East,Patna,CUST2120,Male,54,7,2436,10,15346.8,9362.46,5984.34
ORD00136,2023-03-27,CLO_933,Shirt,Clothing,East,Patna,CUST5612,Male,27,1,2953,0,2953,2247.07,705.93
ORD00137,2023-10-30,ELE_327,Tablet,Electronics,East,Patna,CUST7359,Male,32,8,3328,10,23961.6,16024.93,7936.67
ORD00138,2023-11-28,ELE_784,Smartphone,Electronics,North,Delhi,CUST5225,Male,44,3,2055,15,5240.25,3997.35,1242.9
ORD00139,2023-10-26,CLO_382,Shirt,Clothing,North,Delhi,CUST3116,Female,37,8,2697,0,21576,14417.2,7158.8
ORD00140,2023-01-23,FUR_914,Table,Furniture,South,Bangalore,CUST1345,Male,63,8,3105,10,22356,14089.61,8266.39
ORD00141,2023-04-21,CLO_715,Shirt,Clothing,South,Bangalore,CUST1827,Female,60,4,3035,15,10319,6262.67,4056.33
ORD00142,2023-05-07,CLO_205,Jeans,Clothing,North,Chandigarh,CUST9795,Female,48,9,4246,5,36303.3,29802.59,6500.71
ORD00143,2023-10-23,FUR_396,Table,Furniture,North,Lucknow,CUST4797,Female,28,7,1892,10,11919.6,7556.69,4362.91
ORD00144,2023-12-12,FUR_721,Bed,Furniture,South,Bangalore,CUST4030,Male,18,6,4762,15,24286.2,16228.49,8057.71
ORD00145,2023-05-29,ELE_530,Smartphone,Electronics,South,Hyderabad,CUST8112,Female,26,4,4312,5,16385.6,12799.06,3586.54
ORD00146,2023-10-18,FUR_674,Sofa,Furniture,South,Hyderabad,CUST1536,Male,43,6,485,5,2764.5,2044.93,719.57
ORD00147,2023-12-13,FUR_628,Chair,Furniture,North,Chandigarh,CUST7783,Female,60,3,1305,15,3327.75,2172.74,1155.01
ORD00148,2023-06-29,FUR_809,Chair,Furniture,South,Chennai,CUST4572,Female,41,1,4480,0,4480,3468.31,1011.69
ORD00149,2023-05-30,CLO_765,Shirt,Clothing,East,Patna,CUST6588,Male,24,1,3532,10,3178.8,2049.05,1129.75
ORD00150,2023-04-28,GRO_441,Eggs,Groceries,North,Lucknow,CUST6182,Male,57,1,4522,20,3617.6,2816.72,800.88
ORD00151,2023-05-21,FUR_314,Chair,Furniture,West,Pune,CUST3482,Female,36,1,4624,10,4161.6,2968.54,1193.06
ORD00152,2023-05-24,ELE_523,Tablet,Electronics,West,Mumbai,CUST8186,Male,35,1,3157,15,2683.45,2032.22,651.23
ORD00153,2023-04-23,GRO_213,Eggs,Groceries,West,Ahmedabad,CUST6797,Male,21,1,3435,5,3263.25,2801.62,461.63
ORD00154,2023-12-25,ELE_742,Smartphone,Electronics,East,Patna,CUST5873,Female,27,3,2001,10,5402.7,4095.1,1307.6
ORD00155,2023-03-28,CLO_154,Jacket,Clothing,East,Kolkata,CUST8643,Female,49,2,3562,20,5699.2,4546.12,1153.08
ORD00156,2023-11-17,FUR_412,Chair,Furniture,East,Bhubaneswar,CUST6954,Male,41,7,2590,5,17223.5,12946.08,4277.42
ORD00157,2023-11-24,ELE_153,Tablet,Electronics,North,Chandigarh,CUST4310,Female,54,3,3775,5,10758.75,7224.01,3534.74
ORD00158,2023-10-18,ELE_195,Headphones,Electronics,West,Ahmedabad,CUST6207,Female,31,8,2638,5,20048.8,17819.27,2229.53
ORD00159,2023-06-14,CLO_281,Jacket,Clothing,West,Ahmedabad,CUST7612,Female,31,7,1043,0,7301,4570.99,2730.01
ORD00160,2023-11-26,GRO_874,Fruits,Groceries,South,Chennai,CUST3198,Male,38,3,3795,0,11385,7450.69,3934.31
ORD00161,2023-02-05,ELE_384,Laptop,Electronics,South,Chennai,CUST5177,Female,19,1,3694,10,3324.6,2253.5,1071.1
ORD00162,2023-07-14,ELE_570,Headphones,Electronics,East,Bhubaneswar,CUST5491,Female,37,5,904,20,3616,2613.73,1002.27
ORD00163,2023-08-10,ELE_325,Tablet,Electronics,North,Chandigarh,CUST8083,Female,52,4,3677,10,13237.2,10974.72,2262.48
ORD00164,2023-10-07,GRO_692,Rice,Groceries,West,Ahmedabad,CUST3679,Male,63,7,4323,5,28747.95,18819.33,9928.62
ORD00165,2023-04-25,GRO_308,Milk,Groceries,North,Lucknow,CUST3573,Male,26,8,4133,20,26451.2,20897.6,5553.6
ORD00166,2023-12-25,FUR_300,Sofa,Furniture,South,Chennai,CUST6877,Female,39,4,541,10,1947.6,1694.75,252.85
ORD00167,2023-04-08,FUR_826,Chair,Furniture,North,Chandigarh,CUST9996,Female,28,6,2275,0,13650,8672.19,4977.81
ORD00168,2023-12-22,CLO_140,Shoes,Clothing,West,Pune,CUST8184,Male,54,9,4783,20,34437.6,22795.16,11642.44
ORD00169,2023-12-28,ELE_441,Tablet,Electronics,North,Chandigarh,CUST3074,Male,48,6,4926,0,29556,23030.74,6525.26
ORD00170,2023-09-25,GRO_848,Eggs,Groceries,South,Bangalore,CUST7136,Male,24,1,3069,0,3069,2213.71,855.29
ORD00171,2023-07-09,FUR_733,Chair,Furniture,West,Ahmedabad,CUST4629,Female,19,6,1486,15,7578.6,4966.34,2612.26
ORD00172,2023-06-30,GRO_391,Rice,Groceries,West,Mumbai,CUST6490,Female,43,5,3950,5,18762.5,12882.48,5880.02
ORD00173,2023-06-13,FUR_212,Sofa,Furniture,East,Patna,CUST9378,Female,56,8,1350,0,10800,9555.75,1244.25
ORD00174,2023-02-24,GRO_722,Fruits,Groceries,South,Chennai,CUST3711,Male,39,5,1885,10,8482.5,5168.85,3313.65
ORD00175,2023-05-28,CLO_566,Jeans,Clothing,North,Delhi,CUST2762,Female,60,1,4560,10,4104,2652.83,1451.17
ORD00176,2023-07-20,GRO_253,Milk,Groceries,East,Patna,CUST8617,Female,26,9,2443,10,19788.3,16195.87,3592.43
ORD00177,2023-08-05,ELE_160,Tablet,Electronics,North,Chandigarh,CUST2639,Male,59,9,4326,10,35040.6,21841.84,13198.76
ORD00178,2023-04-18,FUR_271,Sofa,Furniture,North,Lucknow,CUST4549,Female,55,2,2422,20,3875.2,2690.86,1184.34
ORD00179,2023-11-01,ELE_116,Smartphone,Electronics,South,Bangalore,CUST1329,Female,64,8,438,15,2978.4,2441.3,537.1
ORD00180,2023-05-29,GRO_180,Fruits,Groceries,West,Pune,CUST2750,Female,54,6,809,0,4854,4340.32,513.68
ORD00181,2023-03-30,ELE_367,Smartphone,Electronics,South,Chennai,CUST4993,Male,58,7,500,5,3325,2175.12,1149.88
ORD00182,2023-03-27,FUR_349,Table,Furniture,South,Bangalore,CUST1390,Male,31,5,4332,10,19494,12822.76,6671.24
ORD00183,2023-11-24,ELE_597,Tablet,Electronics,South,Hyderabad,CUST2500,Female,35,4,1034,5,3929.2,2894.03,1035.17
ORD00184,2023-04-13,CLO_372,Jacket,Clothing,East,Patna,CUST8693,Female,48,8,2767,10,19922.4,12674.03,7248.37
ORD00185,2023-04-08,GRO_230,Milk,Groceries,North,Chandigarh,CUST3983,Male,43,7,4559,20,25530.4,19702.53,5827.87
ORD00186,2023-01-04,GRO_448,Rice,Groceries,South,Bangalore,CUST1920,Female,30,2,4211,15,7158.7,5211.86,1946.84
ORD00187,2023-04-18,ELE_993,Tablet,Electronics,North,Lucknow,CUST9502,Male,52,2,2561,0,5122,3073.56,2048.44
ORD00188,2023-09-26,ELE_240,Laptop,Electronics,West,Ahmedabad,CUST4810,Male,56,4,4224,5,16051.2,13325.01,2726.19
ORD00189,2023-11-14,GRO_344,Milk,Groceries,North,Lucknow,CUST1271,Female,61,9,4461,10,36134.1,22674.5,13459.6
ORD00190,2023-12-25,CLO_439,Shoes,Clothing,West,Pune,CUST4760,Female,20,8,2133,5,16210.8,11167.5,5043.3
ORD00191,2023-10-20,CLO_764,Shoes,Clothing,West,Ahmedabad,CUST9623,Female,18,5,2732,15,11611,7347.91,4263.09
ORD00192,2023-12-10,ELE_239,Laptop,Electronics,South,Chennai,CUST2828,Male,54,6,906,10,4892.4,4225.74,666.66
ORD00193,2023-10-29,CLO_443,Shoes,Clothing,West,Mumbai,CUST9202,Male,30,2,4967,15,8443.9,5653.2,2790.7
ORD00194,2023-05-28,FUR_960,Sofa,Furniture,North,Delhi,CUST6429,Female,62,2,924,15,1570.8,1046.38,524.42
ORD00195,2023-08-29,GRO_605,Fruits,Groceries,North,Chandigarh,CUST7402,Female,23,5,1896,5,9006,7105.13,1900.87
ORD00196,2023-08-03,ELE_788,Tablet,Electronics,West,Mumbai,CUST2913,Male,59,3,2837,10,7659.9,5724.67,1935.23
ORD00197,2023-05-25,FUR_315,Bed,Furniture,West,Mumbai,CUST9194,Female,49,3,4169,15,10630.95,8365.29,2265.66
ORD00198,2023-03-30,FUR_428,Bed,Furniture,South,Chennai,CUST5675,Male,31,5,3781,5,17959.75,13240.46,4719.29
ORD00199,2023-11-19,GRO_734,Eggs,Groceries,East,Patna,CUST2218,Male,42,2,1455,20,2328,1421.54,906.46
ORD00200,2023-02-09,CLO_636,Jacket,Clothing,East,Bhubaneswar,CUST1954,Male,51,8,1074,15,7303.2,4393.05,2910.15
ORD00201,2023-09-08,GRO_275,Milk,Groceries,East,Bhubaneswar,CUST9228,Female,30,5,4788,20,19152,11844.65,7307.35
